ride_id;duration;station_A_id;station_A_name;station_B_id;station_B_name;bike_id;user_type;user_birth_year;user_gender;tire_sizes;ride_date
1;3 minutes;30;San Francisco Caltrain (Townsend St at 4th St);90;Townsend St at 7th St;5260;2;1985;Male;27;10/8/2022
1;7 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);6;The Embarcadero at Sansome St;5318;2;1985;Female;29;14/11/2021
1;15 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);126;Esprit Park;5386;2;1985;Male;30;28/5/2023
1;9 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);11;Davis St at Jackson St;5488;1;1956;Male;27;30/8/2021
1;10 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);8;The Embarcadero at Vallejo St;5385;1;1995;Female;27;27/4/2022
1;10 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);50;2nd St at Townsend St;2769;3;1967;Male;30;1/11/2021
1;9 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);81;Berry St at 4th St;4414;1;1978;Male;28;30/1/2022
1;3 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);23;The Embarcadero at Steuart St;4965;1;1960;Male;26;7/4/2023
1;14 minutes;22;Howard St at Beale St;363;Salesforce Transit Center (Natoma St at 2nd St);4978;2;1970;Male;26;2/8/2022
1;9 minutes;81;Berry St at 4th St;77;11th St at Natoma St;4615;2;1984;Male;27;4/3/2022
1;13 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);37;2nd St at Folsom St;632;2;1984;Female;28;25/4/2022
1;4 minutes;3;Powell St BART Station (Market St at 4th St);17;Embarcadero BART Station (Beale St at Market St);2451;2;1964;Male;27;7/1/2022
1;5 minutes;5;Powell St BART Station (Market St at 5th St);58;Market St at 10th St;5521;2;2000;Female;27;2/7/2023
1;32 minutes;30;San Francisco Caltrain (Townsend St at 4th St);16;Steuart St at Market St;1183;3;1972;Male;27;11/1/2023
1;7 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);5;Powell St BART Station (Market St at 5th St);5411;2;1988;Male;28;29/5/2023
1;20 minutes;16;Steuart St at Market St;92;Mission Bay Kids Park;2188;2;1956;Male;26;14/4/2022
1;19 minutes;21;Montgomery St BART Station (Market St at 2nd St);86;Market St at Dolores St;5302;2;1987;Male;25;31/10/2021
1;4 minutes;22;Howard St at Beale St;15;San Francisco Ferry Building (Harry Bridges Plaza);4878;1;1980;Male;29;1/1/2022
1;3 minutes;22;Howard St at Beale St;11;Davis St at Jackson St;4369;1;1977;Male;27;21/5/2023
1;12 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);30;San Francisco Caltrain (Townsend St at 4th St);3139;1;1984;Male;28;8/10/2021
1;7 minutes;3;Powell St BART Station (Market St at 4th St);369;Hyde St at Post St;4951;2;1979;Male;26;13/3/2022
1;17 minutes;5;Powell St BART Station (Market St at 5th St);71;Broderick St at Oak St;4983;1;1978;Male;29;25/9/2021
1;8 minutes;81;Berry St at 4th St;22;Howard St at Beale St;4659;2;1987;Female;26;16/10/2021
1;8 minutes;30;San Francisco Caltrain (Townsend St at 4th St);23;The Embarcadero at Steuart St;4407;2;1986;Male;28;18/6/2022
1;6 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);364;China Basin St at 3rd St;5295;2;1968;Male;28;23/2/2022
1;39 minutes;81;Berry St at 4th St;122;19th St at Mission St;4571;1;1978;Male;29;11/2/2022
1;5 minutes;21;Montgomery St BART Station (Market St at 2nd St);343;Bryant St at 2nd St;5360;2;1993;Male;29;4/12/2022
2;26 minutes;30;San Francisco Caltrain (Townsend St at 4th St);377;Fell St at Stanyan St;5267;2;1986;Male;26;4/10/2022
2;10 minutes;21;Montgomery St BART Station (Market St at 2nd St);93;4th St at Mission Bay Blvd S;5425;3;1963;Male;27;20/12/2021
2;2 minutes;5;Powell St BART Station (Market St at 5th St);3;Powell St BART Station (Market St at 4th St);2684;2;1995;Female;28;9/5/2022
2;8 minutes;81;Berry St at 4th St;5;Powell St BART Station (Market St at 5th St);4953;2;1979;Male;25;3/9/2022
2;9 minutes;5;Powell St BART Station (Market St at 5th St);10;Washington St at Kearny St;300;3;1983;Male;26;4/9/2021
2;6 minutes;81;Berry St at 4th St;23;The Embarcadero at Steuart St;5351;1;1995;Female;25;1/11/2022
2;12 minutes;30;San Francisco Caltrain (Townsend St at 4th St);58;Market St at 10th St;603;1;1991;Male;30;14/8/2021
2;3 minutes;21;Montgomery St BART Station (Market St at 2nd St);25;Howard St at 2nd St;425;2;1993;Male;30;26/8/2021
2;13 minutes;3;Powell St BART Station (Market St at 4th St);76;McCoppin St at Valencia St;4946;3;1972;Male;29;14/9/2021
2;6 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);6;The Embarcadero at Sansome St;5024;1;1990;Male;30;29/7/2022
2;4 minutes;16;Steuart St at Market St;6;The Embarcadero at Sansome St;5491;2;1988;Male;29;28/11/2021
2;11 minutes;16;Steuart St at Market St;81;Berry St at 4th St;5487;1;1990;Female;29;19/1/2022
2;4 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);101;15th St at Potrero Ave;4796;1;1984;Male;28;30/4/2022
2;15 minutes;22;Howard St at Beale St;56;Koshland Park;6235;2;1997;Male;26;11/8/2021
2;10 minutes;81;Berry St at 4th St;114;Rhode Island St at 17th St;1014;1;1966;Female;30;27/1/2022
2;23 minutes;21;Montgomery St BART Station (Market St at 2nd St);59;S Van Ness Ave at Market St;5448;3;1962;Male;30;17/5/2022
2;10 minutes;5;Powell St BART Station (Market St at 5th St);91;Berry St at King St;4320;2;1991;Female;26;2/4/2022
2;15 minutes;22;Howard St at Beale St;323;Broadway at Kearny;4997;2;1982;Female;28;18/8/2021
2;11 minutes;30;San Francisco Caltrain (Townsend St at 4th St);11;Davis St at Jackson St;4908;1;1983;Male;26;2/8/2021
2;6 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);25;Howard St at 2nd St;5418;3;1988;Male;26;17/5/2022
2;11 minutes;81;Berry St at 4th St;16;Steuart St at Market St;5367;2;1987;Male;28;7/2/2022
2;5 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);50;2nd St at Townsend St;5246;3;1965;Male;29;3/6/2022
2;5 minutes;3;Powell St BART Station (Market St at 4th St);3;Powell St BART Station (Market St at 4th St);282;3;1977;Male;26;2/4/2022
2;3 minutes;21;Montgomery St BART Station (Market St at 2nd St);13;Commercial St at Montgomery St;1035;3;1958;Male;28;1/9/2022
2;5 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);6;The Embarcadero at Sansome St;5162;2;1983;Male;26;12/11/2021
2;18 minutes;21;Montgomery St BART Station (Market St at 2nd St);86;Market St at Dolores St;676;1;1994;Male;29;4/8/2022
2;7 minutes;22;Howard St at Beale St;49;S Park St at 3rd St;134;2;1990;Male;27;22/3/2023
2;7 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);88;11th St at Bryant St;5463;2;1984;Female;30;1/8/2021
2;13 minutes;3;Powell St BART Station (Market St at 4th St);55;Webster St at Grove St;5458;3;1992;Female;29;27/10/2022
2;4 minutes;3;Powell St BART Station (Market St at 4th St);47;4th St at Harrison St;1206;2;1987;Male;29;15/5/2023
2;4 minutes;81;Berry St at 4th St;93;4th St at Mission Bay Blvd S;5222;1;1984;Male;29;11/9/2022
2;12 minutes;21;Montgomery St BART Station (Market St at 2nd St);52;McAllister St at Baker St;5373;3;1995;Female;26;6/4/2022
2;13 minutes;30;San Francisco Caltrain (Townsend St at 4th St);9;Broadway at Battery St;5341;2;1991;Male;26;18/9/2021
2;7 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);27;Beale St at Harrison St;5047;3;1966;Male;27;12/6/2022
2;9 minutes;16;Steuart St at Market St;30;San Francisco Caltrain (Townsend St at 4th St);5374;2;1989;Male;30;10/3/2022
2;10 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);19;Post St at Kearny St;1900;2;1986;Male;28;1/11/2021
2;10 minutes;30;San Francisco Caltrain (Townsend St at 4th St);75;Market St at Franklin St;5305;2;1986;Male;26;11/10/2021
2;10 minutes;30;San Francisco Caltrain (Townsend St at 4th St);9;Broadway at Battery St;4740;1;1967;Male;27;24/12/2022
2;8 minutes;30;San Francisco Caltrain (Townsend St at 4th St);115;Jackson Playground;5322;1;1986;Other;25;23/5/2022
2;6 minutes;16;Steuart St at Market St;3;Powell St BART Station (Market St at 4th St);5482;1;1987;Male;30;9/8/2021
2;10 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);37;2nd St at Folsom St;3451;2;1987;Male;27;7/6/2022
2;5 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);21;Montgomery St BART Station (Market St at 2nd St);181;1;1960;Male;27;6/5/2022
2;10 minutes;22;Howard St at Beale St;6;The Embarcadero at Sansome St;2736;3;1954;Male;25;25/9/2021
2;8 minutes;5;Powell St BART Station (Market St at 5th St);66;3rd St at Townsend St;4733;2;1975;Male;25;17/5/2023
2;7 minutes;3;Powell St BART Station (Market St at 4th St);58;Market St at 10th St;5023;1;1983;Female;26;3/2/2022
2;14 minutes;16;Steuart St at Market St;5;Powell St BART Station (Market St at 5th St);5506;2;1976;Male;29;18/2/2022
3;20 minutes;3;Powell St BART Station (Market St at 4th St);6;The Embarcadero at Sansome St;443;1;1985;Female;26;22/10/2021
3;9 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);92;Mission Bay Kids Park;4400;2;1984;Male;29;13/3/2022
3;13 minutes;30;San Francisco Caltrain (Townsend St at 4th St);59;S Van Ness Ave at Market St;5149;2;1991;Male;28;21/9/2021
3;10 minutes;21;Montgomery St BART Station (Market St at 2nd St);6;The Embarcadero at Sansome St;5377;1;1984;Male;26;19/8/2021
3;16 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);115;Jackson Playground;4637;2;1987;Male;30;5/5/2022
3;13 minutes;22;Howard St at Beale St;116;Mississippi St at 17th St;5498;1;1990;Male;29;1/3/2023
3;3 minutes;21;Montgomery St BART Station (Market St at 2nd St);343;Bryant St at 2nd St;5489;3;1990;Male;27;5/9/2021
3;14 minutes;3;Powell St BART Station (Market St at 4th St);90;Townsend St at 7th St;1370;2;1988;Female;25;17/11/2022
3;6 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);26;1st St at Folsom St;5559;2;1975;Male;28;6/5/2022
3;17 minutes;16;Steuart St at Market St;74;Laguna St at Hayes St;4606;2;1997;Male;29;13/1/2022
3;7 minutes;30;San Francisco Caltrain (Townsend St at 4th St);61;Howard St at 8th St;3658;2;1988;Female;29;15/8/2022
3;13 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);58;Market St at 10th St;4626;2;1984;Male;26;27/8/2021
3;19 minutes;5;Powell St BART Station (Market St at 5th St);126;Esprit Park;2356;2;1980;Female;29;23/2/2022
3;7 minutes;81;Berry St at 4th St;15;San Francisco Ferry Building (Harry Bridges Plaza);5065;2;1990;Male;28;26/6/2023
3;14 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);11;Davis St at Jackson St;2191;3;1979;Male;30;21/9/2022
3;3 minutes;22;Howard St at Beale St;22;Howard St at Beale St;2970;2;1983;Male;27;25/7/2023
3;12 minutes;81;Berry St at 4th St;17;Embarcadero BART Station (Beale St at Market St);4931;3;1970;Male;30;5/11/2022
3;14 minutes;21;Montgomery St BART Station (Market St at 2nd St);323;Broadway at Kearny;3208;2;1991;Male;25;6/5/2023
3;25 minutes;3;Powell St BART Station (Market St at 4th St);134;Valencia St at 24th St;1909;1;1991;Female;27;9/11/2021
3;22 minutes;22;Howard St at Beale St;74;Laguna St at Hayes St;168;3;1943;Female;30;11/4/2023
3;3 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);321;5th St at Folsom;5408;2;1981;Male;26;26/12/2022
3;5 minutes;30;San Francisco Caltrain (Townsend St at 4th St);104;4th St at 16th St;4804;2;1989;Female;30;19/12/2022
3;18 minutes;22;Howard St at Beale St;104;4th St at 16th St;4369;1;1978;Male;29;4/3/2023
3;15 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);53;Grove St at Divisadero;4571;1;1990;Male;30;1/7/2023
3;12 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);79;7th St at Brannan St;5463;3;1971;Female;26;5/7/2022
3;4 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);6;The Embarcadero at Sansome St;5462;2;1977;Male;27;9/6/2022
3;15 minutes;22;Howard St at Beale St;55;Webster St at Grove St;5149;1;1981;Male;29;13/1/2022
3;3 minutes;21;Montgomery St BART Station (Market St at 2nd St);21;Montgomery St BART Station (Market St at 2nd St);4600;2;1959;Male;28;1/2/2023
3;5 minutes;16;Steuart St at Market St;37;2nd St at Folsom St;5555;2;1968;Male;30;29/7/2022
3;4 minutes;21;Montgomery St BART Station (Market St at 2nd St);324;Union Square (Powell St at Post St);5426;2;1994;Female;30;13/3/2022
3;10 minutes;5;Powell St BART Station (Market St at 5th St);10;Washington St at Kearny St;4432;3;1973;Male;29;13/2/2022
3;6 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);284;Yerba Buena Center for the Arts (Howard St at 3rd St);5108;2;1978;Male;27;18/12/2021
3;8 minutes;3;Powell St BART Station (Market St at 4th St);81;Berry St at 4th St;5282;3;1981;Male;27;21/7/2022
3;3 minutes;21;Montgomery St BART Station (Market St at 2nd St);36;Folsom St at 3rd St;5000;2;1992;Male;25;11/5/2022
3;7 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);30;San Francisco Caltrain (Townsend St at 4th St);5358;1;1977;Male;29;29/1/2022
3;8 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);50;2nd St at Townsend St;3186;3;1977;Male;29;13/12/2021
3;5 minutes;5;Powell St BART Station (Market St at 5th St);41;Golden Gate Ave at Polk St;5268;2;1994;Male;25;11/11/2022
3;8 minutes;30;San Francisco Caltrain (Townsend St at 4th St);21;Montgomery St BART Station (Market St at 2nd St);5526;2;1988;Male;30;23/12/2022
3;6 minutes;21;Montgomery St BART Station (Market St at 2nd St);323;Broadway at Kearny;4653;1;1997;Male;29;18/8/2022
3;12 minutes;5;Powell St BART Station (Market St at 5th St);52;McAllister St at Baker St;4384;2;1995;Female;25;19/3/2023
3;6 minutes;30;San Francisco Caltrain (Townsend St at 4th St);24;Spear St at Folsom St;5298;3;1985;Male;30;31/8/2022
3;12 minutes;81;Berry St at 4th St;17;Embarcadero BART Station (Beale St at Market St);1003;2;1980;Male;30;8/5/2023
3;11 minutes;30;San Francisco Caltrain (Townsend St at 4th St);6;The Embarcadero at Sansome St;4843;2;1979;Male;27;22/11/2021
3;13 minutes;5;Powell St BART Station (Market St at 5th St);79;7th St at Brannan St;5348;2;1990;Female;30;13/2/2022
3;14 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);8;The Embarcadero at Vallejo St;2950;3;1998;Male;29;8/11/2021
3;7 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);28;The Embarcadero at Bryant St;3568;2;1970;Male;30;21/11/2021
3;14 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);10;Washington St at Kearny St;278;1;1986;Male;26;26/11/2021
3;6 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);284;Yerba Buena Center for the Arts (Howard St at 3rd St);3743;2;1972;Male;26;6/2/2023
3;50 minutes;5;Powell St BART Station (Market St at 5th St);21;Montgomery St BART Station (Market St at 2nd St);4838;2;1988;Male;25;16/9/2022
3;13 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);90;Townsend St at 7th St;5105;2;1988;Female;25;5/1/2023
3;69 minutes;5;Powell St BART Station (Market St at 5th St);25;Howard St at 2nd St;5460;2;1968;Male;29;12/3/2022
3;6 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);343;Bryant St at 2nd St;3491;2;1966;Male;25;7/11/2021
3;14 minutes;21;Montgomery St BART Station (Market St at 2nd St);76;McCoppin St at Valencia St;5332;3;1987;Female;30;9/5/2023
4;5 minutes;16;Steuart St at Market St;20;Mechanics Monument Plaza (Market St at Bush St);1052;1;1960;Male;27;7/2/2023
4;10 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);15;San Francisco Ferry Building (Harry Bridges Plaza);5569;2;1977;Male;29;31/7/2022
4;17 minutes;30;San Francisco Caltrain (Townsend St at 4th St);285;Webster St at O'Farrell St;4972;2;1983;Female;25;18/4/2023
4;15 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);90;Townsend St at 7th St;2762;1;1984;Female;26;22/9/2021
4;6 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);321;5th St at Folsom;4991;1;1976;Female;28;7/5/2022
4;8 minutes;81;Berry St at 4th St;15;San Francisco Ferry Building (Harry Bridges Plaza);5000;1;1994;Female;26;17/5/2022
4;11 minutes;16;Steuart St at Market St;93;4th St at Mission Bay Blvd S;5422;1;1990;Female;30;11/2/2023
4;5 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);93;4th St at Mission Bay Blvd S;5312;2;1982;Male;28;21/2/2022
4;7 minutes;21;Montgomery St BART Station (Market St at 2nd St);67;San Francisco Caltrain Station 2  (Townsend St at 4th St);4633;2;1967;Male;27;22/8/2022
4;20 minutes;16;Steuart St at Market St;109;17th St at Valencia St;4933;2;1987;Female;26;5/9/2022
4;13 minutes;21;Montgomery St BART Station (Market St at 2nd St);116;Mississippi St at 17th St;4822;2;1989;Male;28;1/3/2023
4;3 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);17;Embarcadero BART Station (Beale St at Market St);4407;2;1974;Female;30;29/7/2022
4;10 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);5;Powell St BART Station (Market St at 5th St);357;1;1981;Male;27;11/8/2022
4;3 minutes;81;Berry St at 4th St;93;4th St at Mission Bay Blvd S;1707;2;1947;Male;30;24/4/2022
4;22 minutes;3;Powell St BART Station (Market St at 4th St);115;Jackson Playground;4965;3;1957;Female;25;28/3/2023
4;12 minutes;16;Steuart St at Market St;30;San Francisco Caltrain (Townsend St at 4th St);486;2;1972;Male;27;13/11/2021
4;19 minutes;16;Steuart St at Market St;75;Market St at Franklin St;4979;2;1958;Male;25;16/2/2023
4;7 minutes;3;Powell St BART Station (Market St at 4th St);22;Howard St at Beale St;5332;2;1993;Male;27;30/12/2021
4;6 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);19;Post St at Kearny St;4404;2;1972;Male;30;27/2/2023
4;18 minutes;21;Montgomery St BART Station (Market St at 2nd St);78;Folsom St at 9th St;5025;2;1999;Male;26;13/5/2022
4;5 minutes;30;San Francisco Caltrain (Townsend St at 4th St);89;Division St at Potrero Ave;3484;2;1990;Female;26;28/11/2022
4;11 minutes;30;San Francisco Caltrain (Townsend St at 4th St);14;Clay St at Battery St;2855;3;1959;Male;25;31/3/2023
4;17 minutes;16;Steuart St at Market St;81;Berry St at 4th St;2072;3;1985;Female;29;9/7/2023
4;14 minutes;3;Powell St BART Station (Market St at 4th St);87;Folsom St at 13th St;5495;2;1987;Male;28;3/4/2022
4;2 minutes;22;Howard St at Beale St;25;Howard St at 2nd St;3146;1;1974;Male;30;27/5/2023
4;14 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);6;The Embarcadero at Sansome St;5033;2;1995;Female;27;10/6/2022
4;3 minutes;81;Berry St at 4th St;104;4th St at 16th St;5069;3;1980;Male;30;23/3/2022
4;12 minutes;16;Steuart St at Market St;92;Mission Bay Kids Park;5217;3;1985;Female;30;18/2/2023
4;12 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);15;San Francisco Ferry Building (Harry Bridges Plaza);4706;2;1977;Male;27;29/7/2022
4;6 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);81;Berry St at 4th St;5060;2;1992;Male;30;28/2/2022
4;2 minutes;3;Powell St BART Station (Market St at 4th St);5;Powell St BART Station (Market St at 5th St);766;2;1968;Female;29;11/12/2022
4;9 minutes;81;Berry St at 4th St;27;Beale St at Harrison St;4908;2;1979;Male;28;9/4/2022
4;5 minutes;16;Steuart St at Market St;6;The Embarcadero at Sansome St;5517;3;1993;Female;26;25/12/2021
4;12 minutes;16;Steuart St at Market St;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);3137;2;1989;Male;28;19/11/2022
4;11 minutes;16;Steuart St at Market St;350;8th St at Brannan St;4647;2;1988;Female;29;4/6/2022
4;8 minutes;16;Steuart St at Market St;6;The Embarcadero at Sansome St;3334;2;1986;Female;26;21/8/2022
4;15 minutes;22;Howard St at Beale St;130;22nd St Caltrain Station;4408;1;1986;Female;29;3/8/2022
4;6 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);50;2nd St at Townsend St;4941;2;1985;Male;29;22/5/2023
4;18 minutes;16;Steuart St at Market St;16;Steuart St at Market St;5001;1;1993;Male;25;28/9/2021
4;21 minutes;16;Steuart St at Market St;90;Townsend St at 7th St;2113;1;1991;Male;26;24/5/2023
4;8 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);66;3rd St at Townsend St;5416;2;1975;Male;27;21/10/2021
4;11 minutes;30;San Francisco Caltrain (Townsend St at 4th St);109;17th St at Valencia St;4611;3;1991;Male;28;28/10/2021
4;14 minutes;30;San Francisco Caltrain (Townsend St at 4th St);4;Cyril Magnin St at Ellis St;5573;3;1992;Male;29;13/5/2022
4;17 minutes;22;Howard St at Beale St;62;Victoria Manalo Draves Park;5377;3;1993;Female;25;22/1/2023
4;7 minutes;22;Howard St at Beale St;3;Powell St BART Station (Market St at 4th St);4930;1;1983;Male;25;18/6/2023
4;5 minutes;3;Powell St BART Station (Market St at 4th St);64;5th St at Brannan St;5245;1;1973;Male;30;23/5/2022
4;6 minutes;22;Howard St at Beale St;8;The Embarcadero at Vallejo St;2567;3;1989;Male;28;29/10/2021
4;9 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);81;Berry St at 4th St;5175;2;1996;Male;26;27/2/2023
4;12 minutes;22;Howard St at Beale St;79;7th St at Brannan St;5284;3;1982;Male;28;15/11/2022
5;12 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);116;Mississippi St at 17th St;4442;1;1990;Male;26;4/12/2021
5;19 minutes;30;San Francisco Caltrain (Townsend St at 4th St);95;Sanchez St at 15th St;5045;1;1984;Female;29;2/10/2022
5;12 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);30;San Francisco Caltrain (Townsend St at 4th St);4617;1;1977;Female;25;25/11/2021
5;4 minutes;3;Powell St BART Station (Market St at 4th St);61;Howard St at 8th St;4957;2;1983;Male;26;25/1/2022
5;12 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);17;Embarcadero BART Station (Beale St at Market St);5540;2;1970;Male;29;17/6/2023
5;19 minutes;21;Montgomery St BART Station (Market St at 2nd St);123;Folsom St at 19th St;1488;1;1987;Male;29;25/9/2021
5;10 minutes;67;San Francisco Caltrain Station 2  (Townsend St at 4th St);364;China Basin St at 3rd St;6234;3;1986;Male;30;14/7/2023
5;6 minutes;81;Berry St at 4th St;23;The Embarcadero at Steuart St;1910;2;1993;Male;29;26/9/2022
5;10 minutes;21;Montgomery St BART Station (Market St at 2nd St);30;San Francisco Caltrain (Townsend St at 4th St);5122;1;1988;Female;26;29/11/2021
5;3 minutes;81;Berry St at 4th St;80;Townsend St at 5th St;5245;2;1989;Female;29;27/6/2022
5;8 minutes;81;Berry St at 4th St;15;San Francisco Ferry Building (Harry Bridges Plaza);4928;1;1982;Male;27;13/10/2021
5;16 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);90;Townsend St at 7th St;4326;2;1984;Female;29;27/1/2022
5;8 minutes;15;San Francisco Ferry Building (Harry Bridges Plaza);66;3rd St at Townsend St;5204;2;1988;Female;28;18/5/2023
